minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1703.31262207,1764.41333008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
1,1,1703.31262207,1764.41333008,0,0,3,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
2,1,1703.31262207,1764.41333008,0,0,2,2,0,-3,-1,-2,-1,0,-1,0,-1,0,0,0,0,1,0,0,2,0,0,0,D
3,1,1703.31262207,1764.41333008,0,0,3,4,-2,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,1,0,0,1,0,0,0,D
4,1,1703.31262207,1764.41333008,0,0,1,2,-1,-1,-2,-1,-1,0,-2,0,-2,-1,0,-1,0,0,0,0,1,1,0,0,D
5,1,1703.31262207,1764.41333008,0,0,0,1,-2,-1,-2,-1,-1,0,-2,0,-2,-1,0,-1,0,0,0,0,1,1,0,0,D
6,1,1703.31262207,1764.41333008,0,0,-6,-4,-2,0,-2,-1,-1,0,-2,0,-2,-1,0,-1,0,0,0,0,1,1,0,0,D
7,1,1703.31262207,1764.41333008,0,0,-5,-2,-3,-3,-2,-1,-1,0,-2,0,-2,-1,0,-1,1,0,0,0,1,1,0,0,D
8,1,1703.31262207,1764.41333008,0,0,-4,-1,-3,-5,-2,-2,-1,0,-2,0,-2,-1,0,-1,2,1,0,-1,2,1,0,0,D
9,1,1703.31262207,1764.41333008,0,0,3,6,-1,-4,-2,-2,-1,0,-2,0,-2,-1,0,0,2,0,-1,-1,1,1,0,0,D
10,1,1703.31262207,1764.41333008,0,0,8,11,1,-5,-2,-2,-1,0,-2,0,-2,-1,0,1,2,1,0,-1,1,1,0,0,D
